,dwelling_involved_type,general_zoning_classification,Total_area,type_of_road,property_general_shape,property_Flatness,utilities_types,LotConfig,LandSlope,Neighborhood,dwelling_type,HouseStyle,OverallQual,OverallCond,RoofStyle,roof_material,exterior_covering_1,exterior_covering_2,masonry_veneer_type,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,Heating,HeatingQC,CentralAir,electrical_system,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,total_rooms_above_grade,Functional,Fireplaces,GarageType,GarageYrBlt,interior_finish_garage,garage_car_capacity,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,three_season_porch_area,ScreenPorch,PoolArea,other_features_values,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year_diff,Is_diff,finish_percentage_of_Bsmt,Unfinished_percentage_of_Bsmt,LotFrontage,Condition_all,Bsmt Exposure
145,160.0,RM,2522.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Other,2Story,6.0,5.0,Gable,CompShg,VinylSd,VinylSd,Other,50.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,970.0,GasA,Ex,Y,SBrkr,970.0,739.0,0.0,1709.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Other,0.0,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,WD,Normal,130000.0,2.0,1.0,0.0,1.0,67.64123524069028,Norm,No
146,30.0,RM,6120.0,Pave,Reg,Lvl,AllPub,Other,Gtl,BrkSide,1Fam,1Story,5.0,7.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,BLQ,Unf,0.0,715.0,GasA,TA,Y,Other,875.0,0.0,0.0,875.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,1931.0,Unf,1.0,180.0,Other,TA,Y,48.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,WD,Normal,105000.0,62.0,1.0,0.2923076923076923,0.7076923076923077,84.0,Norm,No
147,60.0,RL,9505.0,Pave,IR1,Lvl,AllPub,Other,Gtl,Gilbert,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,884.0,GasA,Ex,Y,SBrkr,884.0,1151.0,0.0,2035.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Other,2001.0,Fin,2.0,434.0,TA,TA,Y,144.0,48.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,222500.0,0.0,0.0,0.0,1.0,60.0,Norm,No
149,50.0,RM,6240.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5.0,4.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,Gd,TA,No,Unf,Unf,0.0,896.0,GasA,Gd,Y,Other,896.0,448.0,0.0,1344.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,7.0,Typ,0.0,Detchd,1936.0,Unf,1.0,240.0,Other,TA,Y,200.0,114.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,WD,Normal,115000.0,14.0,1.0,0.0,1.0,92.0,Norm,No
150,20.0,RL,10356.0,Pave,Reg,Lvl,AllPub,Other,Gtl,CollgCr,1Fam,1Story,5.0,6.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,TA,TA,Av,BLQ,Unf,0.0,969.0,GasA,TA,Y,SBrkr,969.0,0.0,0.0,969.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,5.0,Typ,0.0,Attchd,1975.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,WD,Normal,122000.0,0.0,0.0,0.7389060887512899,0.26109391124871,100.0,Norm,Av
152,60.0,RL,14803.0,Pave,IR1,Lvl,AllPub,Other,Gtl,NWAmes,1Fam,2Story,6.0,5.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,252.0,TA,TA,Other,TA,TA,No,Rec,Unf,0.0,825.0,GasA,Gd,Y,SBrkr,1097.0,896.0,0.0,1993.0,0.0,0.0,2.0,1.0,4.0,1.0,TA,8.0,Typ,1.0,Attchd,1971.0,RFn,2.0,495.0,TA,TA,Y,0.0,66.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,WD,Normal,190000.0,0.0,0.0,0.5042424242424243,0.49575757575757573,95.0,Norm,No
153,20.0,RL,13500.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,1Fam,1Story,6.0,7.0,Other,CompShg,Other,Plywood,None,0.0,TA,TA,Other,Gd,TA,Gd,BLQ,ALQ,1080.0,1602.0,GasA,Gd,Y,SBrkr,1252.0,0.0,0.0,1252.0,1.0,0.0,1.0,0.0,1.0,1.0,TA,4.0,Typ,1.0,Attchd,1960.0,RFn,2.0,564.0,TA,TA,Y,409.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2008.0,WD,Normal,235000.0,15.0,1.0,0.9419475655430711,0.05805243445692884,55.0,Norm,Other
154,30.0,RM,11340.0,Pave,Reg,Lvl,AllPub,Other,Gtl,OldTown,1Fam,1Story,6.0,5.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Other,TA,TA,No,Unf,Unf,0.0,1200.0,GasA,TA,Y,Other,1200.0,0.0,0.0,1200.0,0.0,0.0,1.0,0.0,4.0,1.0,TA,7.0,Typ,0.0,Detchd,1923.0,Unf,1.0,312.0,Other,Other,Y,0.0,0.0,228.0,0.0,0.0,0.0,0.0,3.0,2006.0,WD,Other,125000.0,27.0,1.0,0.0,1.0,40.0,Norm,No
157,60.0,RL,12003.0,Pave,Reg,Lvl,AllPub,Other,Gtl,Timber,1Fam,2Story,8.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,84.0,Gd,TA,Other,Other,TA,No,Unf,Unf,0.0,774.0,GasA,Ex,Y,SBrkr,774.0,1194.0,0.0,1968.0,0.0,0.0,2.0,1.0,4.0,1.0,Other,8.0,Typ,1.0,Other,2009.0,Fin,3.0,680.0,TA,TA,Y,0.0,75.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,Other,Other,269500.0,1.0,1.0,0.0,1.0,86.0,Norm,No
158,60.0,Other,12552.0,Pave,Reg,Lvl,AllPub,Other,Gtl,Somerst,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,991.0,GasA,Ex,Y,SBrkr,991.0,956.0,0.0,1947.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Attchd,2004.0,RFn,2.0,678.0,TA,TA,Y,0.0,136.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,WD,Normal,254900.0,1.0,1.0,0.22401614530776992,0.7759838546922301,62.0,Norm,No
160,20.0,RL,11120.0,Pave,IR1,Lvl,AllPub,Other,Gtl,Veenker,1Fam,1Story,6.0,6.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Other,Gd,TA,No,BLQ,Unf,0.0,1232.0,GasA,TA,Y,SBrkr,1232.0,0.0,0.0,1232.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,Attchd,1984.0,Unf,2.0,516.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,162500.0,0.0,0.0,0.5357142857142857,0.4642857142857143,67.64123524069028,Norm,No
162,20.0,RL,12182.0,Pave,Reg,Lvl,AllPub,Other,Gtl,NridgHt,1Fam,1Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,226.0,Gd,TA,Other,Gd,TA,Mn,BLQ,Unf,0.0,1541.0,GasA,Ex,Y,SBrkr,1541.0,0.0,0.0,1541.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,2005.0,RFn,2.0,532.0,TA,TA,Y,0.0,70.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,Other,Other,220000.0,0.0,0.0,0.7793640493186242,0.22063595068137573,80.0,Norm,Other
164,40.0,RM,5400.0,Pave,Reg,Lvl,AllPub,Other,Gtl,OldTown,1Fam,1Story,6.0,7.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,Other,TA,TA,Mn,LwQ,Unf,0.0,1149.0,GasA,Gd,Y,Other,1149.0,467.0,0.0,1616.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,Detchd,1926.0,Unf,1.0,216.0,TA,TA,Y,0.0,0.0,183.0,0.0,0.0,0.0,0.0,10.0,2007.0,WD,Normal,152000.0,78.0,1.0,0.32201914708442125,0.6779808529155787,84.0,Norm,Other
166,20.0,RL,10708.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,1Fam,1Story,5.0,5.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Other,TA,TA,No,LwQ,BLQ,768.0,1617.0,GasA,Ex,Y,Other,1867.0,0.0,0.0,1867.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,7.0,Typ,3.0,Attchd,1955.0,Fin,1.0,303.0,TA,TA,Y,476.0,0.0,0.0,0.0,142.0,0.0,0.0,11.0,2009.0,Other,Normal,190000.0,38.0,1.0,0.7093382807668522,0.2906617192331478,67.64123524069028,Norm,No
167,60.0,RL,10562.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8.0,5.0,Gable,CompShg,VinylSd,VinylSd,Other,300.0,Gd,TA,Other,Other,TA,No,GLQ,Unf,0.0,1582.0,GasA,Ex,Y,SBrkr,1610.0,551.0,0.0,2161.0,1.0,0.0,1.0,1.0,3.0,1.0,Other,8.0,Typ,1.0,Attchd,2007.0,Fin,3.0,789.0,TA,TA,Y,178.0,120.0,0.0,0.0,0.0,0.0,0.0,11.0,2007.0,Other,Other,325624.0,0.0,0.0,0.8141592920353983,0.18584070796460178,60.0,Norm,No
168,60.0,RL,8244.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,840.0,GasA,Ex,Y,SBrkr,840.0,880.0,0.0,1720.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Attchd,2004.0,Fin,2.0,440.0,TA,TA,Y,100.0,48.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,183500.0,0.0,0.0,0.0,1.0,67.64123524069028,Norm,No
169,20.0,RL,16669.0,Pave,IR1,Lvl,AllPub,Other,Gtl,Timber,1Fam,1Story,8.0,6.0,Hip,Other,Plywood,Plywood,BrkFace,653.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,1686.0,GasA,TA,Y,SBrkr,1707.0,0.0,0.0,1707.0,0.0,0.0,2.0,1.0,2.0,1.0,TA,6.0,Typ,1.0,Attchd,1981.0,RFn,2.0,511.0,TA,TA,Y,574.0,64.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,WD,Normal,228000.0,0.0,0.0,0.0,1.0,54.0,Norm,No
170,50.0,RM,12358.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,5.0,6.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Other,TA,TA,No,Rec,Unf,0.0,720.0,GasA,TA,Y,SBrkr,854.0,0.0,528.0,1382.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,7.0,Typ,0.0,Detchd,1991.0,Unf,2.0,660.0,TA,TA,Y,237.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,WD,Normal,128500.0,9.0,1.0,0.5,0.5,60.0,Other,No
172,160.0,RL,5306.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Other,2Story,7.0,7.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,Other,Gd,Other,No,GLQ,Rec,215.0,1064.0,GasA,Gd,Y,SBrkr,1064.0,703.0,0.0,1767.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Attchd,1987.0,RFn,2.0,504.0,Other,TA,Y,441.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,WD,Normal,239000.0,0.0,0.0,0.6672932330827067,0.33270676691729323,92.0,Norm,No
173,20.0,RL,10197.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,5.0,Gable,CompShg,Other,Other,Other,491.0,TA,TA,Other,TA,TA,No,ALQ,Rec,374.0,1362.0,GasA,TA,Y,SBrkr,1362.0,0.0,0.0,1362.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,Attchd,1961.0,Unf,2.0,504.0,TA,TA,Y,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,Other,Normal,163000.0,0.0,0.0,0.48604992657856094,0.5139500734214391,67.64123524069028,Norm,No
174,20.0,RL,12416.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,1Fam,1Story,6.0,5.0,Gable,CompShg,VinylSd,Plywood,Other,132.0,TA,TA,Other,Gd,Other,No,ALQ,LwQ,208.0,1606.0,GasA,TA,Y,SBrkr,1651.0,0.0,0.0,1651.0,1.0,0.0,2.0,0.0,3.0,1.0,TA,7.0,Other,1.0,Attchd,1986.0,Fin,2.0,616.0,TA,TA,Y,192.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2008.0,WD,Normal,184000.0,0.0,0.0,1.0,0.0,60.0,Norm,No
175,20.0,RL,12615.0,Pave,Reg,Lvl,AllPub,Other,Gtl,Edwards,1Fam,1Story,6.0,7.0,Gable,CompShg,Other,Other,None,0.0,TA,TA,Other,TA,Other,Av,ALQ,Unf,0.0,1202.0,GasA,TA,Y,SBrkr,2158.0,0.0,0.0,2158.0,1.0,0.0,2.0,0.0,4.0,1.0,Gd,7.0,Typ,1.0,Attchd,1950.0,Unf,2.0,576.0,TA,TA,Y,0.0,29.0,39.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,243000.0,51.0,1.0,0.3968386023294509,0.6031613976705491,64.0,Norm,Av
176,60.0,RL,10029.0,Pave,IR1,Lvl,AllPub,Other,Gtl,ClearCr,1Fam,2Story,6.0,5.0,Gable,CompShg,Plywood,Plywood,BrkFace,268.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,1151.0,GasA,TA,Y,SBrkr,1164.0,896.0,0.0,2060.0,0.0,1.0,2.0,1.0,4.0,1.0,TA,8.0,Typ,1.0,Attchd,1988.0,Unf,2.0,521.0,TA,TA,Y,0.0,228.0,0.0,0.0,192.0,0.0,0.0,9.0,2007.0,WD,Normal,211000.0,1.0,1.0,0.7219808861859253,0.27801911381407474,41.0,Norm,No
177,50.0,RL,13650.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1.5Fin,5.0,5.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,Other,TA,TA,No,ALQ,BLQ,441.0,1052.0,GasA,Ex,Y,SBrkr,1252.0,668.0,0.0,1920.0,1.0,0.0,2.0,0.0,4.0,1.0,Gd,8.0,Typ,1.0,Attchd,1958.0,Unf,2.0,451.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,172500.0,0.0,0.0,0.47338403041825095,0.526615969581749,70.0,Norm,No
179,30.0,RM,8520.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5.0,6.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Other,TA,TA,No,Unf,Unf,0.0,968.0,GasA,TA,Y,SBrkr,968.0,0.0,0.0,968.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Detchd,1935.0,Unf,2.0,480.0,Other,TA,N,0.0,0.0,184.0,0.0,0.0,0.0,0.0,7.0,2007.0,WD,Normal,100000.0,83.0,1.0,0.0,1.0,68.0,Norm,No
180,160.0,Other,2117.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Other,2Story,6.0,5.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,Other,Gd,TA,No,GLQ,Unf,0.0,756.0,GasA,Ex,Y,SBrkr,769.0,756.0,0.0,1525.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,5.0,Typ,1.0,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,177000.0,0.0,0.0,0.5767195767195767,0.42328042328042326,24.0,Norm,No
181,70.0,RL,7588.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,1Fam,2Story,7.0,6.0,Gable,CompShg,Other,Other,None,0.0,TA,TA,Other,Other,TA,No,LwQ,Unf,0.0,793.0,GasA,Gd,Y,SBrkr,901.0,901.0,0.0,1802.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,9.0,Typ,1.0,Detchd,1920.0,Unf,1.0,216.0,Other,TA,Y,0.0,0.0,40.0,0.0,0.0,0.0,0.0,7.0,2006.0,WD,Normal,200100.0,30.0,1.0,0.44388398486759145,0.5561160151324086,60.0,Norm,No
183,50.0,RM,11426.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,Gd,TA,No,Unf,Unf,0.0,1362.0,GasA,Ex,Y,SBrkr,1362.0,720.0,0.0,2082.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Other,0.0,Detchd,2003.0,Unf,2.0,484.0,TA,TA,N,280.0,238.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,WD,Normal,200000.0,0.0,0.0,0.0,1.0,79.0,Norm,No
184,50.0,RL,7438.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5.0,8.0,Gable,CompShg,Other,Plywood,None,0.0,TA,TA,Other,Other,TA,No,Unf,Unf,0.0,504.0,GasA,Gd,Y,SBrkr,936.0,316.0,0.0,1252.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Attchd,1986.0,Unf,2.0,576.0,TA,TA,Y,104.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2006.0,WD,Normal,127000.0,83.0,1.0,0.0,1.0,92.0,Other,No
186,80.0,RL,9947.0,Pave,IR1,Lvl,AllPub,Other,Gtl,Mitchel,1Fam,Other,7.0,5.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,Gd,TA,Av,GLQ,Unf,0.0,1188.0,GasA,Ex,Y,SBrkr,1217.0,0.0,0.0,1217.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,1990.0,Unf,2.0,497.0,TA,TA,Y,168.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Normal,173000.0,1.0,1.0,0.5143097643097643,0.48569023569023567,80.0,Norm,Av
187,50.0,RL,10410.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,5.0,7.0,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,Other,TA,No,Unf,Unf,0.0,660.0,GasA,Ex,Y,SBrkr,808.0,704.0,144.0,1656.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Other,0.0,Detchd,1916.0,Unf,1.0,180.0,Other,Other,N,0.0,0.0,0.0,140.0,0.0,0.0,0.0,8.0,2009.0,WD,Normal,135000.0,71.0,1.0,0.0,1.0,75.0,Norm,No
188,90.0,RL,7018.0,Pave,Reg,Other,AllPub,Inside,Gtl,SawyerW,Other,Other,5.0,5.0,Gable,CompShg,Plywood,Plywood,Other,275.0,TA,TA,Other,Gd,TA,Av,GLQ,Unf,0.0,1086.0,GasA,TA,Y,SBrkr,1224.0,0.0,0.0,1224.0,2.0,0.0,0.0,2.0,2.0,2.0,TA,6.0,Typ,2.0,Detchd,1979.0,Unf,2.0,528.0,TA,TA,Y,120.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,WD,Other,153337.0,0.0,0.0,1.0,0.0,50.0,Other,Av
189,120.0,RL,4923.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Other,1Story,8.0,5.0,Gable,CompShg,Other,Other,None,0.0,Gd,TA,Other,Other,TA,Av,GLQ,Unf,0.0,1593.0,GasA,Ex,Y,SBrkr,1593.0,0.0,0.0,1593.0,1.0,0.0,1.0,1.0,0.0,1.0,Other,5.0,Typ,1.0,Attchd,2001.0,Fin,2.0,682.0,TA,TA,Y,0.0,120.0,0.0,0.0,224.0,0.0,0.0,8.0,2008.0,WD,Normal,286000.0,1.0,1.0,0.7237915881983679,0.27620841180163214,67.64123524069028,Norm,Av
190,70.0,RL,10570.0,Pave,Reg,Other,AllPub,Inside,Other,Crawfor,1Fam,2Story,8.0,8.0,Hip,CompShg,Other,Other,None,0.0,Gd,TA,Other,Gd,Other,No,Rec,Unf,0.0,853.0,GasA,TA,Y,SBrkr,1549.0,1178.0,0.0,2727.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,10.0,Other,2.0,Detchd,1932.0,Unf,2.0,440.0,TA,TA,Y,0.0,74.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,WD,Normal,315000.0,62.0,1.0,0.3481828839390387,0.6518171160609613,50.0,Norm,No
191,60.0,RL,7472.0,Pave,IR1,Lvl,AllPub,Other,Gtl,NAmes,1Fam,2Story,7.0,9.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,138.0,TA,TA,Other,TA,TA,No,ALQ,Unf,0.0,725.0,GasA,Gd,Y,SBrkr,725.0,754.0,0.0,1479.0,1.0,0.0,1.0,1.0,4.0,1.0,Gd,7.0,Typ,0.0,Attchd,1972.0,Fin,2.0,484.0,TA,TA,Y,0.0,32.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,WD,Normal,184000.0,32.0,1.0,0.863448275862069,0.13655172413793104,99.0,Norm,No
192,20.0,RL,9017.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,Other,Gd,TA,Av,GLQ,Unf,0.0,1431.0,GasA,Ex,Y,SBrkr,1431.0,0.0,0.0,1431.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,Attchd,1999.0,Fin,2.0,666.0,TA,TA,Y,0.0,35.0,0.0,0.0,0.0,0.0,0.0,9.0,2009.0,WD,Normal,192000.0,0.0,0.0,0.3913347309573725,0.6086652690426275,40.0,Norm,Av
193,160.0,RM,2522.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Other,2Story,7.0,5.0,Gable,CompShg,VinylSd,VinylSd,Other,50.0,Gd,TA,Other,Gd,TA,No,Unf,Unf,0.0,970.0,GasA,Ex,Y,SBrkr,970.0,739.0,0.0,1709.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Other,0.0,Detchd,2004.0,Unf,2.0,380.0,TA,TA,Y,0.0,40.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,WD,Normal,130000.0,0.0,0.0,0.0,1.0,67.64123524069028,Norm,No
194,20.0,RL,7180.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5.0,7.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,Other,TA,TA,Av,ALQ,Unf,0.0,864.0,GasA,TA,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,Detchd,1989.0,Unf,1.0,352.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2008.0,WD,Normal,127000.0,0.0,0.0,0.4513888888888889,0.5486111111111112,67.64123524069028,Norm,Av
195,160.0,RL,2280.0,Pave,Reg,Lvl,AllPub,Other,Gtl,NPkVill,Other,2Story,6.0,6.0,Gable,CompShg,Plywood,Other,None,0.0,TA,TA,Other,Gd,TA,No,ALQ,Unf,0.0,855.0,GasA,TA,Y,SBrkr,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Attchd,1976.0,Unf,2.0,440.0,TA,TA,Y,87.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,WD,Normal,148500.0,0.0,0.0,0.6619883040935672,0.33801169590643276,75.0,Norm,No
196,20.0,RL,9416.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,7.0,5.0,Hip,CompShg,Other,Other,Other,205.0,Other,TA,Other,Other,TA,No,GLQ,Unf,0.0,1726.0,GasA,Ex,Y,SBrkr,1726.0,0.0,0.0,1726.0,1.0,0.0,2.0,0.0,3.0,1.0,Other,8.0,Typ,1.0,Attchd,2007.0,Fin,3.0,786.0,TA,TA,Y,171.0,138.0,0.0,0.0,266.0,0.0,0.0,9.0,2007.0,Other,Other,311872.0,0.0,0.0,0.6523754345307068,0.34762456546929316,67.0,Norm,No
199,20.0,RL,9591.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,1Story,8.0,5.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,Other,Other,TA,Av,GLQ,Unf,0.0,1713.0,GasA,Ex,Y,SBrkr,1713.0,0.0,0.0,1713.0,1.0,0.0,2.0,0.0,3.0,1.0,Other,7.0,Typ,1.0,Attchd,2004.0,Fin,3.0,856.0,TA,TA,Y,0.0,26.0,0.0,0.0,170.0,0.0,0.0,1.0,2009.0,WD,Normal,274900.0,1.0,1.0,0.6351430239346176,0.36485697606538237,43.0,Norm,Av
200,20.0,RM,8546.0,Pave,Reg,Lvl,AllPub,Other,Gtl,Edwards,1Fam,1Story,4.0,5.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Other,Gd,TA,No,Unf,Unf,0.0,1121.0,GasA,Ex,Y,SBrkr,1121.0,0.0,0.0,1121.0,0.0,0.0,2.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,Attchd,2003.0,RFn,2.0,440.0,TA,TA,Y,132.0,64.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,WD,Normal,140000.0,1.0,1.0,0.0,1.0,67.64123524069028,Norm,No
201,20.0,RL,10125.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,1Fam,1Story,6.0,6.0,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Other,TA,TA,No,ALQ,LwQ,279.0,1196.0,GasA,TA,Y,SBrkr,1279.0,0.0,0.0,1279.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,2.0,Detchd,1980.0,Unf,2.0,473.0,TA,TA,Y,238.0,83.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,WD,Normal,171500.0,0.0,0.0,0.7692307692307693,0.23076923076923078,72.0,Norm,No
